nan,1.407396910000000000e+08,1.415221500000000000e+08,1.407396900000000000e+08,1.407485480000000000e+08
1.407396900000000000e+08,nan,1.407886160000000000e+08,1.407396910000000000e+08,1.411860200000000000e+08
1.407886160000000000e+08,1.407886160000000000e+08,nan,1.415221500000000000e+08,1.407886160000000000e+08
1.411860200000000000e+08,1.407486800000000000e+08,1.407886160000000000e+08,nan,1.407396900000000000e+08
1.408492310000000000e+08,1.407396900000000000e+08,1.407886160000000000e+08,1.407396910000000000e+08,nan
